搜尋關鍵字,播放清單名稱,播放清單ID,播放清單連結
咖啡 R&B,手持冰咖啡散步東京（隨時更新）,6saBjWhUZOBeSsUuVVfhP1,https://open.spotify.com/playlist/6saBjWhUZOBeSsUuVVfhP1
咖啡 R&B,咖啡廳音樂,3INRTaUTylsbHfY1VSnWUV,https://open.spotify.com/playlist/3INRTaUTylsbHfY1VSnWUV
咖啡 R&B,放鬆的英文歌,5pG0W8g6THUErmKGo70eIj,https://open.spotify.com/playlist/5pG0W8g6THUErmKGo70eIj
咖啡 重金屬,咖啡廳音樂,3INRTaUTylsbHfY1VSnWUV,https://open.spotify.com/playlist/3INRTaUTylsbHfY1VSnWUV
咖啡 鄉村,咖啡廳(鄉村),3tjpdXt2pw8YPZ267OZH8P,https://open.spotify.com/playlist/3tjpdXt2pw8YPZ267OZH8P
咖啡 鋼琴,"早上鋼琴音樂: 早上最適合聽的輕音樂, 咖啡廳鋼琴背景音樂",58NpJEaVdU1YgqLz9TAOXL,https://open.spotify.com/playlist/58NpJEaVdU1YgqLz9TAOXL
咖啡 鋼琴,咖啡廳音樂 Relaxing Coffee Music BGM,2pR8oELXQ2GjluBbPNzdao,https://open.spotify.com/playlist/2pR8oELXQ2GjluBbPNzdao
咖啡 鋼琴,輕音樂 鋼琴曲 舒適雨夜 讀書咖啡廳,6PDXPoSlMhBoDuxtZAYWSz,https://open.spotify.com/playlist/6PDXPoSlMhBoDuxtZAYWSz
咖啡 鋼琴,鋼琴閱讀咖啡廳 輕音樂華語流行 古典樂大師合輯,1gHJyCBX7kgzpca11z2d0v,https://open.spotify.com/playlist/1gHJyCBX7kgzpca11z2d0v
咖啡 鋼琴,鋼琴放鬆輕聽 咖啡廳 專注 讀書音樂,2ixJTBN77EJ9aYQcfltmb3,https://open.spotify.com/playlist/2ixJTBN77EJ9aYQcfltmb3
咖啡 吉他,独处时，才能成为真正的自己,022SH7gTB6sbcYfyJeXNbx,https://open.spotify.com/playlist/022SH7gTB6sbcYfyJeXNbx
咖啡 環境音樂,咖啡廳音樂,3INRTaUTylsbHfY1VSnWUV,https://open.spotify.com/playlist/3INRTaUTylsbHfY1VSnWUV
咖啡 獨立音樂,Chinese Indie Music / 華語獨立音樂,4NBuL1C3NHdbAVWDKq8zqt,https://open.spotify.com/playlist/4NBuL1C3NHdbAVWDKq8zqt
咖啡 獨立音樂,咖啡廳音樂,3INRTaUTylsbHfY1VSnWUV,https://open.spotify.com/playlist/3INRTaUTylsbHfY1VSnWUV
咖啡 獨立音樂,陳綺貞代表作,6bRRU8CsfgtAziu3qWwwTL,https://open.spotify.com/playlist/6bRRU8CsfgtAziu3qWwwTL
雨天 流行,悲伤的流行歌 - 1.3加速版,1Vl8VaQYbxzKZImxhhZaRK,https://open.spotify.com/playlist/1Vl8VaQYbxzKZImxhhZaRK
雨天 流行,CHAOSLAB混沌实验室 | 适合在下雨天听的日本流行乐歌单|雨天散步,2VkBZ6nxzfXD7DmzLtAesR,https://open.spotify.com/playlist/2VkBZ6nxzfXD7DmzLtAesR
雨天 流行,下雨天散步歌单,4FlMJ6Lxg0hS83U5hYbyVZ,https://open.spotify.com/playlist/4FlMJ6Lxg0hS83U5hYbyVZ
雨天 古典, ,0UK3bCGbhuNu8XpgIB16Gn,https://open.spotify.com/playlist/0UK3bCGbhuNu8XpgIB16Gn
雨天 爵士,下雨天了怎麼辦,4xhj0tYHi0c9UhCpyrj35u,https://open.spotify.com/playlist/4xhj0tYHi0c9UhCpyrj35u
雨天 爵士,城市歌单｜平静时刻：在樹下小坐,3p4Z1SLSTp8Uc8R3FNGM3D,https://open.spotify.com/playlist/3p4Z1SLSTp8Uc8R3FNGM3D
雨天 R&B,抖音Douyin热门歌曲2025 🤍,3rNqxghsSqsloXkPly9FIU,https://open.spotify.com/playlist/3rNqxghsSqsloXkPly9FIU
雨天 R&B,英文抒情R&B,5PbJPOYZclXdzcvD22jq4P,https://open.spotify.com/playlist/5PbJPOYZclXdzcvD22jq4P
雨天 R&B,呱吉音樂清單總匯,32FNzOJEmsHNmXKaBecw5c,https://open.spotify.com/playlist/32FNzOJEmsHNmXKaBecw5c
雨天 獨立音樂,雨中Indie,5HTBeDtx20pRegUHNlm9Ls,https://open.spotify.com/playlist/5HTBeDtx20pRegUHNlm9Ls
旅行 流行,陪七八年級生長大的歌,3kKALvUubtPlq1Mioobwgt,https://open.spotify.com/playlist/3kKALvUubtPlq1Mioobwgt
旅行 流行,角頭,6ywpTH6JNHV7OzlRP41Qw9,https://open.spotify.com/playlist/6ywpTH6JNHV7OzlRP41Qw9
旅行 流行,2024 中文流行歌曲精选 - 带你旅行，感受世界之声,3ptoGOT6TQud6qn6rNniA7,https://open.spotify.com/playlist/3ptoGOT6TQud6qn6rNniA7
旅行 流行,华语流行,77XamXfHZuNYl0FOVRBvdg,https://open.spotify.com/playlist/77XamXfHZuNYl0FOVRBvdg
旅行 流行,🌼 流行歌曲：丁香花,5PGCr1VeLIsoHM800QGPqr,https://open.spotify.com/playlist/5PGCr1VeLIsoHM800QGPqr
旅行 爵士,爵士旅行到巴西 爵士咖啡廳音樂,6V6Og6iNx94SL2q6UF2acQ,https://open.spotify.com/playlist/6V6Og6iNx94SL2q6UF2acQ
旅行 藍調,高妍【東京戀愛少女】＃東京情調歌單 ,4hxwmN97WSpqnCfZzPJ1K1,https://open.spotify.com/playlist/4hxwmN97WSpqnCfZzPJ1K1
旅行 藍調,😘BUS TRAVELING🚍 FEELING🎶 SONG TAMIL 😘,4RMFbtFuSfWy94yms7gm8w,https://open.spotify.com/playlist/4RMFbtFuSfWy94yms7gm8w
旅行 靈魂,投影夜晚公路旅行,1aKKuGWDE876g8BSGYr0YN,https://open.spotify.com/playlist/1aKKuGWDE876g8BSGYr0YN
旅行 靈魂,慵懶靈魂 #On the Vacation,334NhF8dmDuH4uTqb86CIK,https://open.spotify.com/playlist/334NhF8dmDuH4uTqb86CIK
夜晚 流行,05 Lo-fi Here,3pHilHgRouaVGEvlypHStJ,https://open.spotify.com/playlist/3pHilHgRouaVGEvlypHStJ
夜晚 流行,夜晚輕聽的吉他鋼琴經典流行,0iF7YN4wqYDxcVZ98G5c4L,https://open.spotify.com/playlist/0iF7YN4wqYDxcVZ98G5c4L
夜晚 流行,夜晚特選爵士流行樂,1HcjQ7dzRD8DVoGGWM3BqD,https://open.spotify.com/playlist/1HcjQ7dzRD8DVoGGWM3BqD
夜晚 流行,孤單夜貓族,1yh9DQZqUfyOh4fFMQDId7,https://open.spotify.com/playlist/1yh9DQZqUfyOh4fFMQDId7
夜晚 流行,夜晚听歌,75w6L8tlhaudN2DQAiTWzD,https://open.spotify.com/playlist/75w6L8tlhaudN2DQAiTWzD
夜晚 搖滾,英倫搖滾 by SR,1z7HKH2fLVCqtuMmvhcDvv,https://open.spotify.com/playlist/1z7HKH2fLVCqtuMmvhcDvv
夜晚 搖滾,孤單夜貓族,1yh9DQZqUfyOh4fFMQDId7,https://open.spotify.com/playlist/1yh9DQZqUfyOh4fFMQDId7
夜晚 古典,#7 Sleepy Strings｜Music for better sleep,6xTAMNLCTaTWaHTo6ZK3xE,https://open.spotify.com/playlist/6xTAMNLCTaTWaHTo6ZK3xE
夜晚 爵士,#8 Jazzy Night｜Music for better sleep,2HySQHWHlGsIDRA7wv89Vy,https://open.spotify.com/playlist/2HySQHWHlGsIDRA7wv89Vy
夜晚 爵士,夜晚特選爵士流行樂,1HcjQ7dzRD8DVoGGWM3BqD,https://open.spotify.com/playlist/1HcjQ7dzRD8DVoGGWM3BqD
夜晚 爵士,夜晚爵士,65FMyczlidZGlttZNi9A7g,https://open.spotify.com/playlist/65FMyczlidZGlttZNi9A7g
夜晚 爵士,爵士之夜,6IOry7cWQxnrMZcg7P64nN,https://open.spotify.com/playlist/6IOry7cWQxnrMZcg7P64nN
夜晚 爵士,爵士-慢板-夜晚（公開）,30EKdl9JT0Tcwykt4IH1ly,https://open.spotify.com/playlist/30EKdl9JT0Tcwykt4IH1ly
夜晚 藍調,80後貨車佬... 最愛,1EBioOp3kcHFTtSktqJkjh,https://open.spotify.com/playlist/1EBioOp3kcHFTtSktqJkjh
夜晚 R&B,放鬆的英文歌,5pG0W8g6THUErmKGo70eIj,https://open.spotify.com/playlist/5pG0W8g6THUErmKGo70eIj
夜晚 R&B,英文抒情R&B,5PbJPOYZclXdzcvD22jq4P,https://open.spotify.com/playlist/5PbJPOYZclXdzcvD22jq4P
夜晚 R&B,#1 Floating Slumber ｜Music for better sleep,3L0auc8C7T3NMxev9ue2sh,https://open.spotify.com/playlist/3L0auc8C7T3NMxev9ue2sh
夜晚 R&B,R&B 深夜中文歌曲,2MDA0dvstMcjudUfXdTNip,https://open.spotify.com/playlist/2MDA0dvstMcjudUfXdTNip
夜晚 R&B,05 Lo-fi Here,3pHilHgRouaVGEvlypHStJ,https://open.spotify.com/playlist/3pHilHgRouaVGEvlypHStJ
夜晚 重金屬,深夜EMO歌單😭,1tO4QBBNOzxWzI1Ip9FQ0l,https://open.spotify.com/playlist/1tO4QBBNOzxWzI1Ip9FQ0l
夜晚 重金屬,重金屬 嘶吼,3TwwiXiA9NkxG0X9a9OjOr,https://open.spotify.com/playlist/3TwwiXiA9NkxG0X9a9OjOr
夜晚 重金屬,深夜Emo歌单,0aWx2aGIoUZ2Sz8QNhgbfj,https://open.spotify.com/playlist/0aWx2aGIoUZ2Sz8QNhgbfj
夜晚 重金屬,死亡重金屬ROCK（綜合單曲）,0rzqZrnlwDrTfAIuyxjSkP,https://open.spotify.com/playlist/0rzqZrnlwDrTfAIuyxjSkP
夜晚 重金屬,開車不會睡覺歌,0jwVtS6su5rbFkTuIkSGgY,https://open.spotify.com/playlist/0jwVtS6su5rbFkTuIkSGgY
夜晚 靈魂,#1 Floating Slumber ｜Music for better sleep,3L0auc8C7T3NMxev9ue2sh,https://open.spotify.com/playlist/3L0auc8C7T3NMxev9ue2sh
夜晚 靈魂,心靈安定劑,01GUkb3lNrOddMBHqI3AlL,https://open.spotify.com/playlist/01GUkb3lNrOddMBHqI3AlL
夜晚 靈魂,投影夜晚公路旅行,1aKKuGWDE876g8BSGYr0YN,https://open.spotify.com/playlist/1aKKuGWDE876g8BSGYr0YN
夜晚 靈魂,慵懶靈魂 #At the Morning and Night,6KzhIxjlgO5htf4eQOClmP,https://open.spotify.com/playlist/6KzhIxjlgO5htf4eQOClmP
夜晚 靈魂,5/10《靈魂出竅》 vol.1  導聆歌單,3gVh0aHQ48YKbxGtTzciG6,https://open.spotify.com/playlist/3gVh0aHQ48YKbxGtTzciG6
夜晚 鋼琴,鋼琴純音 放鬆舒心輕音樂 (工作/讀書/專注/療癒) Piano Music for Relax & Focus Moment,0hF1Ryb7JKM7uk6QyDOfDv,https://open.spotify.com/playlist/0hF1Ryb7JKM7uk6QyDOfDv
夜晚 環境音樂,睡眠音樂  放鬆夜曲純音樂 舒適深層睡眠 Sleep Music of Nocturne Lullaby for Deep Sleep,5VkRxPO9aTYfKiYqyK8vMh,https://open.spotify.com/playlist/5VkRxPO9aTYfKiYqyK8vMh
夜晚 環境音樂,適合睡覺的英文歌 ,53BRsOjoYxW5gtM1kp0KQ7,https://open.spotify.com/playlist/53BRsOjoYxW5gtM1kp0KQ7
夜晚 環境音樂,綠鋼琴／綠森林／古典鋼琴／現代鋼琴／助眠樂曲,1XNQrrbUPfdyGzSkdwDSqK,https://open.spotify.com/playlist/1XNQrrbUPfdyGzSkdwDSqK
夜晚 環境音樂,宮崎駿放鬆睡覺覺音樂,0WTXU5efxizSD5qmZ35svF,https://open.spotify.com/playlist/0WTXU5efxizSD5qmZ35svF
夜晚 環境音樂,深夜EMO歌單😭,1tO4QBBNOzxWzI1Ip9FQ0l,https://open.spotify.com/playlist/1tO4QBBNOzxWzI1Ip9FQ0l
浪漫 流行,中文流行吉他曲 Chinese Pop Guitar BGM,4103RiwGxAfpBfwV6tLZYO,https://open.spotify.com/playlist/4103RiwGxAfpBfwV6tLZYO
浪漫 流行,任然好聽歌,2cUgJibLVRJny5waoWfoBL,https://open.spotify.com/playlist/2cUgJibLVRJny5waoWfoBL
浪漫 電子,法式的浪漫電子節拍,4Gac4AvClzKTIdYdw20Oib,https://open.spotify.com/playlist/4Gac4AvClzKTIdYdw20Oib
浪漫 電子,OMD Remixes,2R9ult3a5MlPUNxnZZjHBV,https://open.spotify.com/playlist/2R9ult3a5MlPUNxnZZjHBV
浪漫 民謠,旭舊咖啡廳歌單,4YS3Uvq8O7hstH702WVVr1,https://open.spotify.com/playlist/4YS3Uvq8O7hstH702WVVr1
浪漫 古典,英文經典老情歌,16jvnrJ0RHzwq400YRgzXv,https://open.spotify.com/playlist/16jvnrJ0RHzwq400YRgzXv
浪漫 古典,下午茶鋼琴純音樂 古典浪漫名曲 Classical music for afternoon tea,7f0Ml2EuooGN3M1vQOoIkG,https://open.spotify.com/playlist/7f0Ml2EuooGN3M1vQOoIkG
浪漫 古典,浪漫時刻－古典心意－149合法公播音樂清單,2ViJy90HqcStXiKbrF92HY,https://open.spotify.com/playlist/2ViJy90HqcStXiKbrF92HY
浪漫 古典,浪漫古典,61k6dIBBT3mjPzAthXAlcM,https://open.spotify.com/playlist/61k6dIBBT3mjPzAthXAlcM
浪漫 古典,古典與浪漫派大提琴,29WoKt9aREPrjv0ZiN86u6,https://open.spotify.com/playlist/29WoKt9aREPrjv0ZiN86u6
浪漫 爵士,浪漫芭莎諾瓦 爵士經典咖啡館,4phiQX5QSd4oHe9KnCXrOI,https://open.spotify.com/playlist/4phiQX5QSd4oHe9KnCXrOI
浪漫 爵士,浪漫爵士樂,7CwtoLX8zVmuP1hY2KRidG,https://open.spotify.com/playlist/7CwtoLX8zVmuP1hY2KRidG
浪漫 爵士,浪漫爵士,3s4BQKAXfFJqB7QHGIF1bU,https://open.spotify.com/playlist/3s4BQKAXfFJqB7QHGIF1bU
浪漫 爵士,爵士浪漫音樂,6Zwl4IdeTAewMVNyCETLOP,https://open.spotify.com/playlist/6Zwl4IdeTAewMVNyCETLOP
浪漫 爵士,浪漫輕鬆爵士,4rOnekGm5V1Ch4ps3BCDDX,https://open.spotify.com/playlist/4rOnekGm5V1Ch4ps3BCDDX
浪漫 藍調,《淚之女王》韓劇原聲帶,0hCCY5XNyX2fQD3EOTpzOU,https://open.spotify.com/playlist/0hCCY5XNyX2fQD3EOTpzOU
浪漫 藍調,🇰🇷 歡迎來到王之國 OST,2Nz91nHaTMIjHfw8jlfmtD,https://open.spotify.com/playlist/2Nz91nHaTMIjHfw8jlfmtD
浪漫 藍調,超級懷念西洋情歌,4eyvBX6klE7md4xsi1XyVm,https://open.spotify.com/playlist/4eyvBX6klE7md4xsi1XyVm
浪漫 藍調,This Is YOASOBI,6HE7fgH6gnebYMF47YTB7R,https://open.spotify.com/playlist/6HE7fgH6gnebYMF47YTB7R
浪漫 藍調,《Run On 奔向愛情》韓劇原聲帶,4NcXq5uTMimVajpJCriqpn,https://open.spotify.com/playlist/4NcXq5uTMimVajpJCriqpn
浪漫 舞曲,✨浪漫主义与星辰海波,30yyY8QqgovmlT9dOYXcn3,https://open.spotify.com/playlist/30yyY8QqgovmlT9dOYXcn3
浪漫 鄉村,西洋鄉村情歌,6t3tFUvchDu9hBWEgT8g3n,https://open.spotify.com/playlist/6t3tFUvchDu9hBWEgT8g3n
浪漫 鄉村,Kenny Rogers 肯尼羅傑斯 沙啞渾厚的嗓音，演唱鄉村歌曲入木三分,3g9pynprzCjigFWfWlYHqY,https://open.spotify.com/playlist/3g9pynprzCjigFWfWlYHqY
浪漫 靈魂,浪漫·靈魂,3K3hhlGBXoT758EakSfkFZ,https://open.spotify.com/playlist/3K3hhlGBXoT758EakSfkFZ
浪漫 靈魂,記憶中那些浪漫的歌,67puGdQPMNdAKQ0rsiNW0B,https://open.spotify.com/playlist/67puGdQPMNdAKQ0rsiNW0B
浪漫 獨立音樂,獨立音樂｜抒情 浪漫 搖滾,3ovUIKj3cpr3xcLIDEaVvk,https://open.spotify.com/playlist/3ovUIKj3cpr3xcLIDEaVvk
回憶 搖滾,英語歌唱比賽媽媽樂幹,30Q0ijUASh2aLjhJFEtsbd,https://open.spotify.com/playlist/30Q0ijUASh2aLjhJFEtsbd
回憶 搖滾,伍佰 & China Blue ｜Legacy TERA搖滾音樂會歌單,6WfZbEoPYFWWR3HnFrpJQL,https://open.spotify.com/playlist/6WfZbEoPYFWWR3HnFrpJQL
回憶 搖滾,Leaf And Stream-60‘-80‘回顧20210611,6LDMn8cHfbX4uOMCoy0can,https://open.spotify.com/playlist/6LDMn8cHfbX4uOMCoy0can
回憶 嘻哈,青春回憶嘻哈夜店,52dzC4lktnNBLtY3urWuJ8,https://open.spotify.com/playlist/52dzC4lktnNBLtY3urWuJ8
回憶 嘻哈,「失序場」不藏私音樂清單,4bvtIuKDYlaUUEsfPxQ128,https://open.spotify.com/playlist/4bvtIuKDYlaUUEsfPxQ128
回憶 電子,Leaf And Stream-60‘-80‘回顧20210611,6LDMn8cHfbX4uOMCoy0can,https://open.spotify.com/playlist/6LDMn8cHfbX4uOMCoy0can
回憶 古典,Leaf And Stream-60‘-80‘回顧20210611,6LDMn8cHfbX4uOMCoy0can,https://open.spotify.com/playlist/6LDMn8cHfbX4uOMCoy0can
回憶 爵士,爵士。早午餐。咖啡,3VZTAD5M7zsj0s5L6alC8d,https://open.spotify.com/playlist/3VZTAD5M7zsj0s5L6alC8d
回憶 爵士,爵樂女伶的慢板,1atHIKMs5HJMLwnKsIIeeN,https://open.spotify.com/playlist/1atHIKMs5HJMLwnKsIIeeN
回憶 爵士,Leaf And Stream-60‘-80‘回顧20210611,6LDMn8cHfbX4uOMCoy0can,https://open.spotify.com/playlist/6LDMn8cHfbX4uOMCoy0can
回憶 藍調,90's出生的台灣人聽什麼 Mandarin  songs for the 90’s born Taiwanese ,1DDCTI0cA7156dFREQnpTx,https://open.spotify.com/playlist/1DDCTI0cA7156dFREQnpTx
回憶 藍調,致那些在暖男時代比較吃虧的暖女們,2xlfgzWh264kzrJFazxsrl,https://open.spotify.com/playlist/2xlfgzWh264kzrJFazxsrl
回憶 藍調,80年代華語金曲 Back To The 80’s  和你一起復刻回憶,4SoI2r3j4j6yepNmnJOoM4,https://open.spotify.com/playlist/4SoI2r3j4j6yepNmnJOoM4
回憶 藍調,電視兒童的回憶像飄著的藍襯衫,1zAY7vdBIiQw0ZzmWDTt5f,https://open.spotify.com/playlist/1zAY7vdBIiQw0ZzmWDTt5f
回憶 藍調,April 2025: 愛是快樂的事情。,3HrAqYqOSBoQGIivUXM9vA,https://open.spotify.com/playlist/3HrAqYqOSBoQGIivUXM9vA
回憶 R&B,開車絕對唱到醒 ,6spBSUbFUlhDmIviqoHpva,https://open.spotify.com/playlist/6spBSUbFUlhDmIviqoHpva
回憶 重金屬,粤语流行音樂金榜,6LGHM1nMCJvtu42aUUdNqy,https://open.spotify.com/playlist/6LGHM1nMCJvtu42aUUdNqy
回憶 靈魂,致那些在暖男時代比較吃虧的暖女們,2xlfgzWh264kzrJFazxsrl,https://open.spotify.com/playlist/2xlfgzWh264kzrJFazxsrl
回憶 靈魂,深夜﹒回憶,0drLz1X0Utb5Dz1rTvJNq0,https://open.spotify.com/playlist/0drLz1X0Utb5Dz1rTvJNq0
回憶 獨立音樂,「失序場」不藏私音樂清單,4bvtIuKDYlaUUEsfPxQ128,https://open.spotify.com/playlist/4bvtIuKDYlaUUEsfPxQ128
悠閒 流行,日本動畫電影戲劇游戲流行鋼琴曲/ Japanese Anime films Games Pop Piano BGM,74m3Qte7XRDFb10YcgM9a2,https://open.spotify.com/playlist/74m3Qte7XRDFb10YcgM9a2
悠閒 爵士,渡假放鬆輕爵士 Jazz & Bossa Vacation Music,0Udg4PK527sPTsJylq0q2X,https://open.spotify.com/playlist/0Udg4PK527sPTsJylq0q2X
悠閒 R&B,放鬆木吉他  Relaxing Acoustic Guitar Music,3ZqI14L87PJJSF5aV9qsV5,https://open.spotify.com/playlist/3ZqI14L87PJJSF5aV9qsV5
悠閒 R&B,英文抒情R&B,5PbJPOYZclXdzcvD22jq4P,https://open.spotify.com/playlist/5PbJPOYZclXdzcvD22jq4P
悠閒 舞曲,輕鬆不插電,6lqiAAzdUs1LUBqcoJSRXB,https://open.spotify.com/playlist/6lqiAAzdUs1LUBqcoJSRXB
悠閒 靈魂,靈魂悠閒mellow迷幻復古慵懶,5lMZ6egTmYcRsG7Os1D6KP,https://open.spotify.com/playlist/5lMZ6egTmYcRsG7Os1D6KP
孤獨 流行,台灣流行歌曲鋼琴音樂 Taiwan Pop Piano Instrumental,3FUFVoC4VnwiMNmE7jbOUm,https://open.spotify.com/playlist/3FUFVoC4VnwiMNmE7jbOUm
孤獨 流行,最好聽閩南台語歌曲 Best Minnan Hokkien and Taiwanese Songs,7IewS40UX5iWouGGCSU3V0,https://open.spotify.com/playlist/7IewS40UX5iWouGGCSU3V0
孤獨 流行,治愈中文流行鋼琴音樂 Soothing Piano Cover Mandarin Pop Songs 🎹,0NbLDjbrJUVz8heso1Uqwz,https://open.spotify.com/playlist/0NbLDjbrJUVz8heso1Uqwz
孤獨 流行,烟嗓伤情歌,2wWFeogwlYNcYFxe92rmNy,https://open.spotify.com/playlist/2wWFeogwlYNcYFxe92rmNy
孤獨 流行,日本動畫電影戲劇游戲流行鋼琴曲/ Japanese Anime films Games Pop Piano BGM,74m3Qte7XRDFb10YcgM9a2,https://open.spotify.com/playlist/74m3Qte7XRDFb10YcgM9a2
孤獨 搖滾,孤獨搖滾｜ぼっち・ざ・ろっく！｜Bocchi the Rock !,2yrCsys7uTEMQ6ex5vjieU,https://open.spotify.com/playlist/2yrCsys7uTEMQ6ex5vjieU
孤獨 搖滾,孤獨搖滾全曲目,7iNDQZL4SmRoWVwxwANCss,https://open.spotify.com/playlist/7iNDQZL4SmRoWVwxwANCss
孤獨 搖滾,孤獨搖滾！ OP ED OST,3kUiX4VR4971ukNjAegCuG,https://open.spotify.com/playlist/3kUiX4VR4971ukNjAegCuG
孤獨 搖滾,超好聽日文歌 日本動漫歌,08z9xoyVBkavl1FTvzPU61,https://open.spotify.com/playlist/08z9xoyVBkavl1FTvzPU61
孤獨 搖滾,【總集篇歌曲 新增！】孤獨搖滾！,20GZfqL6P7hmLfOTnXSEEo,https://open.spotify.com/playlist/20GZfqL6P7hmLfOTnXSEEo
孤獨 嘻哈,Hip Hop V - 嘻哈寶典 Give Me 5,31MGSeLlhBXauLCUSw7D7n,https://open.spotify.com/playlist/31MGSeLlhBXauLCUSw7D7n
孤獨 嘻哈,NCT 127 HIP-HOP TRACKS ♪,4eaUB4Xw0QuWawk1WywVgO,https://open.spotify.com/playlist/4eaUB4Xw0QuWawk1WywVgO
孤獨 嘻哈,「失序場」不藏私音樂清單,4bvtIuKDYlaUUEsfPxQ128,https://open.spotify.com/playlist/4bvtIuKDYlaUUEsfPxQ128
孤獨 電子,最受歡迎香港中文歌曲 Top Hong Kong Chinese Songs,5gszyFVE6AiwcomCpYMFxZ,https://open.spotify.com/playlist/5gszyFVE6AiwcomCpYMFxZ
孤獨 民謠,最好聽閩南台語歌曲 Best Minnan Hokkien and Taiwanese Songs,7IewS40UX5iWouGGCSU3V0,https://open.spotify.com/playlist/7IewS40UX5iWouGGCSU3V0
孤獨 民謠,北歐櫥窗 × 林貓王：好自在的居家音樂,0070i9QptHTNqi2DFwsDFU,https://open.spotify.com/playlist/0070i9QptHTNqi2DFwsDFU
孤獨 民謠,大半夜趕報告趕作品很煩捏,2skLicYQzXeXarWsXUcmjV,https://open.spotify.com/playlist/2skLicYQzXeXarWsXUcmjV
孤獨 民謠,原創歌曲 Original Song | Jesse T,0ISaaqWJP0LI3lGTJokbNT,https://open.spotify.com/playlist/0ISaaqWJP0LI3lGTJokbNT
孤獨 古典,【中國風】超好聽的中國古典音樂 (古箏、琵琶、竹笛、二胡) 中國風純音樂的獨特韻味 - 古箏音樂 放鬆心情 安靜音樂 长笛音乐结合古筝 - Traditional Chinese Music,4hWHalElsbaYY1UOEwyIXA,https://open.spotify.com/playlist/4hWHalElsbaYY1UOEwyIXA
孤獨 古典,【中國風】超好聽的中國古典音樂 (古箏、琵琶、竹笛、二胡) 中國風純音樂的獨特韻味 - 古箏音樂 放鬆心情 安靜音樂 长笛音乐结合古筝 - Traditional Chinese Music,7dEPIx3TjmdliULZv9P7D4,https://open.spotify.com/playlist/7dEPIx3TjmdliULZv9P7D4
孤獨 古典,琵琶獨奏,4pOe0MknhxuPBb91GfuNzU,https://open.spotify.com/playlist/4pOe0MknhxuPBb91GfuNzU
孤獨 古典,DECCA古典．留聲傳奇,2RhywhH5ceKq88QWDxh6fb,https://open.spotify.com/playlist/2RhywhH5ceKq88QWDxh6fb
孤獨 古典,久石讓難忘的音樂 2025  Music by Joe Hisaishi,5A4CG6C9QEOZBi8MEKeOj5,https://open.spotify.com/playlist/5A4CG6C9QEOZBi8MEKeOj5
孤獨 爵士,爵士小酒館,6LX7rhdp7WRa2g9NqW2cL0,https://open.spotify.com/playlist/6LX7rhdp7WRa2g9NqW2cL0
孤獨 爵士,中文爵士流行歌曲 2024 Chinese Pop Jazz,2kjlC6o0e1pc32QPbulYem,https://open.spotify.com/playlist/2kjlC6o0e1pc32QPbulYem
孤獨 爵士,Retro Chinese City Pop: 復古風中文城市流行 中文citypop,1rgJawBh8VlriQFKXxYoRC,https://open.spotify.com/playlist/1rgJawBh8VlriQFKXxYoRC
孤獨 爵士,頹頹精選,5P0rNCi9C0uBEpodojyN7L,https://open.spotify.com/playlist/5P0rNCi9C0uBEpodojyN7L
孤獨 爵士,最受歡迎香港中文歌曲 Top Hong Kong Chinese Songs,5gszyFVE6AiwcomCpYMFxZ,https://open.spotify.com/playlist/5gszyFVE6AiwcomCpYMFxZ
孤獨 藍調,蔡健雅 _情歌精選,6ATgi9h7pxWWr4x67qpepy,https://open.spotify.com/playlist/6ATgi9h7pxWWr4x67qpepy
孤獨 藍調,超好聽日文歌 日本動漫歌,08z9xoyVBkavl1FTvzPU61,https://open.spotify.com/playlist/08z9xoyVBkavl1FTvzPU61
孤獨 藍調,都是我喜歡的歌而且跟我的人生一樣亂成一團,4YA6AQKseWnu3Uze7EfOKE,https://open.spotify.com/playlist/4YA6AQKseWnu3Uze7EfOKE
孤獨 藍調,[KKBOX]ㄧ個人的孤單，靜靜地聽歌就沒事了。 / 2024-12-27,7qQtpaVDfT7HupuUHC3VZT,https://open.spotify.com/playlist/7qQtpaVDfT7HupuUHC3VZT
孤獨 藍調,跟著🅐🅛🅘好好玩《創意鍵盤》圈圈Ｉ,1lcx7AtT4Cjg0SHpPs77k5,https://open.spotify.com/playlist/1lcx7AtT4Cjg0SHpPs77k5
孤獨 R&B,手持冰咖啡散步東京（隨時更新）,6saBjWhUZOBeSsUuVVfhP1,https://open.spotify.com/playlist/6saBjWhUZOBeSsUuVVfhP1
孤獨 R&B,英文抒情R&B,5PbJPOYZclXdzcvD22jq4P,https://open.spotify.com/playlist/5PbJPOYZclXdzcvD22jq4P
孤獨 R&B,台灣流行歌曲鋼琴音樂 Taiwan Pop Piano Instrumental,3FUFVoC4VnwiMNmE7jbOUm,https://open.spotify.com/playlist/3FUFVoC4VnwiMNmE7jbOUm
孤獨 靈魂,爵士小酒館,6LX7rhdp7WRa2g9NqW2cL0,https://open.spotify.com/playlist/6LX7rhdp7WRa2g9NqW2cL0
孤獨 靈魂,時代少年團     TF3代   T.O.P登陸少年組合（all ）（我把ㄧ些無法播放的音檔刪了所以現在變成只有67小時多而已）,6GCNanmztNGOwj89tzakvI,https://open.spotify.com/playlist/6GCNanmztNGOwj89tzakvI
